GRID,Name,CIND,Avox,ClientType,Explanation,CountryInc,Country,LOB,Cif Risk,Risk Rating,HasTransactions,NumberOfTransactions,Sources,MaxTradeDate,TotalAmount,AccountSources,Open Account Sources,AccountIds,Markets,HSI,Payments,GTRF,HSS,NumberofTransactions,NKYC_PROFILE_ID_LATEST,NKYC_STATUS_LATEST,NKYC_REQUEST_TYPE_LATEST,NKYC_RISK_RATING_LATEST,KYCS_NEXT_RENEWAL_DATE_LATEST,RM,Rec
4140959,cust86,464354020,30524258,GBM Customers,Direct Customer,can,can,gbm,h,high,yes,6127,"GPS, KYCS, Rolfe Nolan",5/14/2020,5030036864,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,yes,no,no,6127,20203457,ACTIVE,Trigger,HIGH,10/30/2020,Jacklyn Ricotta  ,"NFOS,PMC,IMPACT FIN"
26131159,cust87,100811645,33776258,GBM Customers,Direct Customer,sgp,sgp,gbm,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20212468,ACTIVE,New Business,LOW,4/16/2025,Clemencia Buchta  ,"IMPACT TRADES,FISC,FITEK"
25970825,cust88,898046571,7411962,GBM Customers,Direct Customer,can,can,gbm,h,low,yes,44,"NFOS, KYCS",4/30/2020,2517983521,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,no,no,no,no,44,20203251,ACTIVE,New Business,LOW,11/8/2024,Zenobia Green  ,"IMPACT TRADES,PMC,IMPACT FIN"
887699,cust89,398698993,3208048,GBM Customers,Direct Customer,usa,usa,gbm,m,low,yes,328,"ADP, GPS, Hie, Loan IQ, NFOS, KYCS, WDA",5/14/2020,1.45E+11,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,yes,yes,yes,328,20212670,ACTIVE,Trigger,LOW,11/21/2020,Joey Ellinger  ,
68698,cust90,754554607,3198458,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,39,"ADP, KYCS",12/4/2019,2649190,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,39,20202756,ACTIVE,Renewal,MEDIUM,9/10/2022,Alonzo Dunkin  ,"GPS,WDA,IMPACT TRADES"
72416,cust91,112132154,10135767,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,77981,"ADP, FISC, Impact Fin, Impact Trades, Loan IQ, KYCS",5/14/2020,1.79E+12,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,yes,77981,20183155,EXPIRED,Trigger,LOW,4/4/2020,Cornelius Dearmond  ,"NFOS,TDA,TRT"
4207258,cust93,701020384,29224096,GBM Customers,Direct Customer,cym,usa,gbm,,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,44903,Active,Renewal,MEDIUM,7/6/2018,Steve Mealey  ,"IMPACT TRADES,FISC,WDA"
4147801,cust95,564616442,29272583,GBM Customers,Direct Customer,cym,cym,gbm,,high,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20183162,ACTIVE,New Business - Remediation,HIGH,7/19/2019,Ronny Concepcion  ,"IMPACT TRADES,FISC,FITEK"
4400040,cust96,470419930,27388273,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20172849,EXPIRED,New Business,LOW,11/29/2019,Cleo Hobgood  ,"IMPACT TRADES,FISC,WDA"
4149997,cust97,487097742,29434864,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,3523,"GPS, KYCS, WDA",5/14/2020,2397711371,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,3523,20192553,ACTIVE,New Business - Remediation,LOW,7/29/2023,Sandi Sauls  ,"IMPACT TRADES,FISC,ADP"
68046,cust98,224436066,2481253,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,yes,67,"GPS, KYCS",5/13/2020,3702914.88,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,67,20193148,ACTIVE,Trigger,LOW,8/21/2022,Teressa Veatch  ,WDA
4063539,cust99,853710661,30533754,GBM Customers,Direct Customer,nld,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20182569,ACTIVE,New Business - Remediation,LOW,5/10/2022,Sharda Angevine  ,"IMPACT TRADES,FISC,WDA"
4100557,cust100,965002097,30565682,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,2092,"GPS, KYCS, WDA",5/14/2020,92567248.44,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,2092,20192970,ACTIVE,New Business - Remediation,LOW,11/15/2023,Taisha Clermont  ,DDA
4015770,cust101,572804150,27796605,GBM Customers,Direct Customer,aus,aus,gbm,m,low,yes,95,"GPS, KYCS, WDA",4/30/2020,246727629.7,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,95,20202957,ACTIVE,Trigger,LOW,5/28/2022,Richard Johnson,
4124602,cust102,23743137,25554133,GBM Customers,Direct Customer,hkg,twn,gbm,h,medium,yes,29,"GPS, KYCS, WDA",4/23/2020,2252654.44,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,29,20203069,ACTIVE,Renewal,MEDIUM,10/9/2022,Sina Lamers  ,"ADP,NFOS,IMPACT TRADES"
1184646,cust103,100194846,16643553,GBM Customers,Direct Customer,col,col,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20192673,ACTIVE,New Business - Remediation,LOW,7/4/2023,Kam Ackley  ,"IMPACT TRADES,FISC,FITEK"
25624993,cust104,485765010,15947304,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,604,"Impact Trades, KYCS",5/14/2020,5708447100,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,604,20193357,ACTIVE,New Business,LOW,10/31/2023,Amrita Singh,"GPS,DDA,WDA"
4089073,cust105,100958093,27663104,GBM Customers,Direct Customer,aus,aus,gbm,m,medium,yes,108,"Loan IQ, KYCS",3/31/2020,5.04E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,yes,108,59558,Active,Amendment,MEDIUM,3/31/2019,Jonathan Parker,"NFOS,IMPACT TRADES,PMC"
26026802,cust106,442653034,39238860,GBM Customers,Direct Customer,lux,lux,gbm,l,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20203363,ACTIVE,New Business,MEDIUM,4/16/2023,Steve Moore,"IMPACT TRADES,FISC,FITEK"
2363842,cust107,126378081,30820213,GBM Customers,Direct Customer,nld,che,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc6,no,no,no,no,no,0,41099,Active,Amendment,LOW,7/6/2018,Deloise Marez  ,"NFOS,IMPACT TRADES,FISC"
4371338,cust108,774917010,33768384,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,4,"GPS, KYCS",9/4/2019,264491.56,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc7,no,no,yes,no,no,4,20173573,ACTIVE,New Business - Remediation,LOW,2/7/2024,Alan Amante  ,"FISC,DDA,WDA"
4474872,cust109,825503662,34708686,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,4514,"GPS, KYCS, WDA",5/14/2020,158758474.5,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc8,no,no,yes,no,no,4514,20212651,ACTIVE,Trigger,LOW,3/25/2022,Shila Eyre  ,"HIE,ADP,NFOS"
167200,cust110,709605196,25870672,GBM Customers,Direct Customer,are,bhr,affl,h,medium,yes,111549,"GPS, KYCS, WDA",5/14/2020,2.46E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc9,no,no,yes,no,no,111549,20212557,ACTIVE,Trigger,HIGH,6/13/2020,Makeda Hutson  ,"HIE,NFOS,IMPACT TRADES"
4588353,cust111,561188731,35426326,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc10,no,no,no,no,no,0,20202546,ACTIVE,Renewal (Scheduled),MEDIUM,6/20/2020,Brandie Pokorny  ,"IMPACT TRADES,FISC,WDA"
4024099,cust112,360258854,2469572,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc11,no,no,no,no,no,0,20183361,ACTIVE,New Business,LOW,11/9/2022,Loren Brizendine  ,"IMPACT TRADES,FISC,WDA"
2070122,cust113,218910679,15773307,GBM Customers,Direct Customer,che,che,gbm,m,medium,yes,7650,"GPS, NFOS, KYCS",4/24/2020,87721223097,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc12,yes,no,yes,no,no,7650,20212565,ACTIVE,Trigger,MEDIUM,9/20/2021,Kindra Lebrun  ,"IMPACT TRADES,FISC,PMC"
17295,cust114,149649802,3796762,GBM Customers,Direct Customer,usa,usa,gbm,h,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc13,no,no,no,no,no,0,20183475,ACTIVE,Renewal - Remediation,LOW,3/3/2021,Tyron Duford  ,"IMPACT TRADES,FISC,WDA"
4001259,cust115,100847423,28924943,GBM Customers,Direct Customer,usa,usa,mme,s,scc,yes,445,"GPS, KYCS, WDA",5/13/2020,12096668.86,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,445,20192869,ACTIVE,Renewal,SCC,6/11/2019,Sherril Neufeld  ,"HIE,NFOS,IMPACT TRADES"
4366198,cust116,101112164,33713038,GBM Customers,Direct Customer,che,che,gbm,h,scc,yes,195,"GPS, KYCS, WDA",5/14/2020,4725020075,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,195,20212453,ACTIVE,Trigger,SCC,12/3/2020,Elden Hasting  ,"PMC,NFOS,LOAN IQ"
26172234,cust117,733229288,39454319,GBM Customers,Direct Customer,usa,usa,gbm,h,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc6,no,no,no,no,no,0,20212573,ACTIVE,New Business,LOW,4/2/2025,Romeo Giambrone  ,"IMPACT TRADES,FISC,WDA"
4229799,cust118,100931461,31347300,GBM Customers,Direct Customer,per,per,gbm,m,medium,yes,5,"Loan IQ, KYCS",10/31/2019,2870662629,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc7,no,no,no,no,yes,5,20193153,ACTIVE,Trigger,MEDIUM,6/27/2020,Robert Derusha,"NFOS,IMPACT TRADES,FISC"
924956,cust119,100301318,12202690,GBM Customers,Direct Customer,usa,usa,gbm,h,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc8,no,no,no,no,no,0,20203453,ACTIVE,New Business,LOW,1/6/2025,Debra Whicker  ,"IMPACT TRADES,FISC,WDA"
4201740,cust120,100958042,25378257,GBM Customers,Direct Customer,chl,chl,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc9,no,no,no,no,no,0,20182770,EXPIRED,New Business - Remediation,MEDIUM,10/30/2019,Vikki Newlon  ,"IMPACT TRADES,FISC,FITEK"
26084158,cust121,444634821,35438839,GBM Customers,Direct Customer,usa,usa,gbm,h,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc10,no,no,no,no,no,0,20203565,ACTIVE,Trigger,MEDIUM,12/19/2022,Nick Obrien,"IMPACT TRADES,FISC,WDA"
4004317,cust122,461080427,32794643,GBM Customers,Direct Customer,gbr,gbr,gbm,m,medium,yes,15,"GPS, KYCS",4/28/2020,3742931.98,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc11,no,no,yes,no,no,15,20212454,ACTIVE,Trigger,MEDIUM,1/19/2021,Eun Bushway  ,WDA
240184,cust123,915596210,25059838,GBM Customers,Direct Customer,usa,usa,mme,m,low,yes,538,"FISC, GPS, Impact Trades, KYCS",5/14/2020,95954269.1,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc12,yes,yes,yes,no,no,538,20173364,EXPIRED,Trigger,LOW,10/18/2019,Valencia James  ,"HIE,DDA,NFOS"
2589896,cust124,110193821,2320748,GBM Customers,Direct Customer,can,usa,gbm,h,high,yes,2862,"Impact Fin, Impact Trades, KYCS",5/14/2020,20189259263,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc13,yes,yes,no,no,no,2862,20212676,ACTIVE,Trigger,HIGH,3/29/2021,Desire Felch  ,"FISC,ADP,WDA"
4428576,cust125,672654460,25607889,GBM Customers,Direct Customer,irl,irl,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc14,no,no,no,no,no,0,20212550,ACTIVE,Trigger,MEDIUM,2/14/2021,Kayleigh Asuncion  ,"IMPACT TRADES,FISC,FITEK"
65493,cust126,784705351,31036260,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,315,"Impact Trades, KYCS",5/12/2020,576078610.2,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc15,yes,yes,no,no,no,315,20173073,EXPIRED,New Business - Remediation,LOW,10/27/2019,Andre Bushell,"IMPACT FIN,WDA,GPS"
4440643,cust127,386186668,34630817,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,2,"DDA, GPS, KYCS",12/4/2019,1010000,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc16,no,no,yes,no,no,2,20192570,ACTIVE,New Business - Remediation,LOW,10/8/2023,Arron Burse  ,"FISC,WDA,IMPACT TRADES"
4476994,cust128,983371018,34890966,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,64,"GPS, KYCS, WDA",4/24/2020,963316502.5,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc17,no,no,yes,no,no,64,20183376,ACTIVE,Renewal,MEDIUM,7/17/2021,Harvey Pressnell  ,"NFOS,CAL,IMPACT TRADES"
4035152,cust129,245646563,12866207,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,2985,"Impact Trades, KYCS",5/14/2020,16888589721,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc18,yes,yes,no,no,no,2985,20173453,EXPIRED,Trigger,LOW,11/7/2019,Earl Laberge,"FISC,ADP,IMPACT FIN"
430366,cust130,586003856,3205005,GBM Customers,Direct Customer,usa,usa,gbm,m,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc19,no,no,no,no,no,0,20212461,ACTIVE,Trigger,LOW,5/8/2022,Tyron Matousek  ,"IMPACT TRADES,FISC,WDA"
4148906,cust131,963964259,28275409,GBM Customers,Direct Customer,nld,nld,gbm,l,low,yes,3,"NFOS, KYCS",10/16/2019,96313213.92,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc20,yes,no,no,no,no,3,20182659,ACTIVE,New Business - Remediation,LOW,7/24/2022,Freeman Napier  ,"GPS,WDA,IMPACT TRADES"
529263,cust132,972467057,27752117,GBM Customers,Direct Customer,cym,cym,gbm,h,scc,yes,1981,"GPS, KYCS, WDA",5/14/2020,36821209462,CIF ISD,CIF,Acc1 Acc2 Acc3 Acc4 Acc21,no,no,yes,no,no,1981,56810,Active,Amendment,SCC,10/12/2017,Leland Lish  ,"NFOS,IMPACT TRADES,FISC"
25602,cust133,428291375,3756118,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,6,"Loan IQ, KYCS",8/22/2019,1.80E+11,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc22,no,no,no,no,yes,6,20203463,ACTIVE,Renewal,LOW,4/2/2025,Glen Montano  ,"NFOS,IMPACT TRADES,FISC"
4585025,cust134,69827604,34202067,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,2005,"Loan IQ, KYCS",5/14/2020,1.88E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc23,no,no,no,no,yes,2005,20182973,ACTIVE,Trigger,LOW,8/31/2022,Tabetha Cuddy  ,"IMPACT TRADES,FISC,ADP"
895159,cust135,21251247,12100197,GBM Customers,Direct Customer,che,che,gbm,m,medium,yes,15,"NFOS, KYCS",4/15/2020,711749565.5,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc24,yes,no,no,no,no,15,20212460,ACTIVE,Trigger,MEDIUM,8/13/2021,Earnest Dunagan  ,"GPS,PMC,WDA"
3999289,cust136,671885824,3842727,GBM Customers,Direct Customer,can,hkg,gbm,h,high,yes,185,"GPS, KYCS, WDA",5/14/2020,11264541.8,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc25,no,no,yes,no,no,185,20212755,ACTIVE,Trigger,HIGH,3/25/2021,Jacklyn Ricotta  ,DDA
5190783,cust137,508545026,35784696,GBM Customers,Direct Customer,usa,usa,gbm,l,medium,yes,73,"GPS, KYCS, WDA",5/11/2020,1311240.22,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc26,no,no,yes,no,no,73,20203555,ACTIVE,Trigger,MEDIUM,11/10/2022,Clemencia Buchta  ,"ADP,IMPACT TRADES,LOAN IQ"
4192334,cust138,158192221,16975165,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,143,"DDA, GPS, KYCS",4/29/2020,2080131152,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc27,no,no,yes,no,no,143,20183049,ACTIVE,New Business - Remediation,LOW,2/21/2023,Zenobia Green  ,"SMT,WDA,IMPACT FIN"
670351,cust139,963101507,11074775,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc28,no,no,no,no,no,0,20202646,ACTIVE,Renewal (Scheduled),LOW,6/12/2020,Joey Ellinger  ,"IMPACT TRADES,FISC,WDA"
4308435,cust140,100286247,31982989,GBM Customers,Direct Customer,usa,usa,gbm,h,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc29,no,no,no,no,no,0,20193555,ACTIVE,Renewal,MEDIUM,4/17/2021,Alonzo Dunkin  ,"IMPACT TRADES,FISC,WDA"
324416,cust141,100000921,36587838,GBM Customers,Direct Customer,mex,mex,gbm,h,scc,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc30,no,no,no,no,no,0,20202873,ACTIVE,Renewal,SCC,9/5/2020,Cornelius Dearmond  ,"IMPACT TRADES,FISC,FITEK"
4077390,cust142,100340282,3203527,GBM Customers,Direct Customer,can,can,gbm,m,medium,yes,618,"ADP, GPS, KYCS",5/13/2020,170841014.9,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc31,yes,yes,yes,no,no,618,20192950,ACTIVE,New Business - Remediation,MEDIUM,6/29/2019,Danilo Nading  ,"NFOS,IMPACT TRADES,IMPACT FIN"
267092,cust143,512321336,11416741,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc32,no,no,no,no,no,0,20202448,ACTIVE,New Business,LOW,2/9/2022,Steve Mealey  ,"GPS,WDA"
72604,cust144,763761513,6682487,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,2025159,"CAL, DTP, Impact Fin, Impact Trades, NFOS, KYCS, SMT, TRT",5/14/2020,3.20E+13,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc33,yes,yes,no,no,no,2025159,20203453,ACTIVE,Trigger,LOW,7/11/2020,Bobby Brumbelow  ,"GPS,DDA,LOAN IQ"
71610,cust145,702738281,12076119,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,756,"DDA, GPS, NFOS, KYCS",4/29/2020,78119641373,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc34,yes,no,yes,no,no,756,20192754,ACTIVE,New Business - Remediation,LOW,7/7/2023,Ronny Concepcion  ,"IMPACT TRADES,FISC,ADP"
6083,cust146,100004999,3754653,GBM Customers,Direct Customer,lux,lux,gbm,l,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc35,no,no,no,no,no,0,20192966,ACTIVE,New Business - Remediation,MEDIUM,2/26/2021,Cleo Hobgood  ,"IMPACT TRADES,FISC,FITEK"
25483163,cust147,100430884,28211231,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc36,no,no,no,no,no,0,20193573,ACTIVE,Trigger,LOW,8/29/2023,Sandi Sauls  ,"IMPACT TRADES,FISC,WDA"
25493284,cust148,773862994,26126819,GBM Customers,Direct Customer,usa,usa,gbm,h,medium,yes,227,"Loan IQ, KYCS",5/8/2020,61096950000,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc37,no,no,no,no,yes,227,20212569,ACTIVE,Trigger,MEDIUM,4/10/2021,Teressa Veatch  ,"HIE,NFOS,ADP"
4127570,cust149,585012794,30606823,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,401,"GPS, KYCS, WDA",5/11/2020,31546727.2,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc38,no,no,yes,no,no,401,20183252,ACTIVE,New Business - Remediation,LOW,1/2/2023,Sharda Angevine  ,"NFOS,CAL,IMPACT TRADES"
68158,cust150,304635843,3748701,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,146,"Hie, Loan IQ, NFOS, KYCS",5/13/2020,7859493904,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc39,yes,no,no,yes,yes,146,20202866,ACTIVE,Renewal,LOW,9/19/2020,Taisha Clermont  ,"GPS,SMT,FITEK"
4014168,cust151,125816106,2402025,GBM Customers,Direct Customer,irl,irl,gbm,l,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc40,no,no,no,no,no,0,20212454,ACTIVE,Trigger,MEDIUM,11/4/2022,Richard Johnson,"IMPACT TRADES,FISC,FITEK"
1245705,cust152,912248921,26011136,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1963,"GPS, KYCS, WDA",5/14/2020,167105258.9,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc41,no,no,yes,no,no,1963,20192554,ACTIVE,New Business - Remediation,LOW,6/7/2023,Sina Lamers  ,"HIE,NFOS,FITEK"
4050999,cust153,100144921,25561635,GBM Customers,Direct Customer,usa,usa,gbm,m,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc42,no,no,no,no,no,0,20183073,ACTIVE,Trigger,LOW,8/9/2022,Kam Ackley  ,"IMPACT TRADES,FISC,WDA"
25312692,cust154,1034991,36763244,GBM Customers,Direct Customer,deu,deu,gbm,m,medium,yes,143,"Loan IQ, KYCS",4/30/2020,10484000000,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc43,no,no,no,no,yes,143,20192763,ACTIVE,New Business,MEDIUM,10/29/2021,Amrita Singh,"GPS,WDA,IMPACT FIN"
4427447,cust155,82219719,34478353,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,3031,"DDA, GPS, KYCS",5/14/2020,24022155243,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc44,no,no,yes,no,no,3031,20183465,ACTIVE,New Business - Remediation,LOW,2/9/2023,Jonathan Parker,"IMPACT TRADES,FISC,ADP"
4005637,cust156,365878905,30759417,GBM Customers,Direct Customer,arg,arg,gbm,h,scc,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc45,no,no,no,no,no,0,20203375,ACTIVE,Trigger,SCC,10/29/2020,Steve Moore,"IMPACT TRADES,FISC,FITEK"
4115463,cust157,846343545,30377969,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc46,no,no,no,no,no,0,20192449,ACTIVE,New Business - Remediation,LOW,10/9/2023,Deloise Marez  ,"IMPACT TRADES,FISC,WDA"
467728,cust158,100635302,15273704,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1960,"GPS, Hie, Loan IQ, NFOS, KYCS",5/14/2020,6.16E+11,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc47,yes,no,yes,yes,yes,1960,20202851,ACTIVE,Renewal,LOW,9/25/2020,Alan Amante  ,"IMPACT TRADES,FISC,ADP"
25787356,cust159,100129004,38283138,GBM Customers,Direct Customer,bmu,bmu,gbm,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc48,no,no,no,no,no,0,20203054,ACTIVE,Trigger,LOW,6/18/2022,Shila Eyre  ,"IMPACT TRADES,FITEK,WDA"
25584609,cust160,338237411,37325556,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc49,no,no,no,no,no,0,20202748,ACTIVE,Trigger,LOW,1/2/2022,Makeda Hutson  ,"IMPACT TRADES,FISC,WDA"
4273719,cust161,929772590,32128400,GBM Customers,Direct Customer,usa,usa,gbm,m,low,yes,32,"GPS, KYCS, WDA",4/23/2020,901010.48,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc50,no,no,yes,no,no,32,20193270,ACTIVE,Trigger,LOW,9/24/2021,Brandie Pokorny  ,"ADP,IMPACT TRADES,LOAN IQ"
344911,cust162,69394214,25474851,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc51,no,no,no,no,no,0,20192960,ACTIVE,New Business - Remediation,LOW,12/28/2023,Loren Brizendine  ,"IMPACT TRADES,FISC,WDA"
4156143,cust163,771302108,32653373,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,13,"KYCS, WDA",4/23/2020,540.42,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc52,no,no,yes,no,no,13,20182967,EXPIRED,Renewal,MEDIUM,5/30/2019,Kindra Lebrun  ,"GPS,FISC,DDA"
65413,cust164,452967978,10014619,GBM Customers,Direct Customer,usa,usa,mme,l,low,yes,727,"GPS, Impact Fin, Impact Trades, KYCS, WDA",5/14/2020,2090691937,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc53,yes,yes,yes,no,no,727,20172757,EXPIRED,New Business - Remediation,LOW,8/19/2019,Tyron Duford  ,"DDA,NFOS,LOAN IQ"
